30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
0.6516417000  1.2523320000  0.0489386000  5  4
0.6516417000  1.2523320000  0.0489386000  6  4
1.4191440000  0.0938772600  0.0091846450  1  4
1.4191440000  0.0938772600  0.0091846450  4  4
1.4191440000  0.0938772600  0.0091846450  5  4
1.4191440000  0.0938772600  0.0091846450  6  4
0.8210112000  -1.1704550000  0.0628112900  1  4
0.8210112000  -1.1704550000  0.0628112900  4  4
0.8210112000  -1.1704550000  0.0628112900  5  4
0.8210112000  -1.1704550000  0.0628112900  6  4
-0.5775566000  -1.2441990000  0.1483711000  1  4
-0.5775566000  -1.2441990000  0.1483711000  4  4
-0.5775566000  -1.2441990000  0.1483711000  5  4
-0.5775566000  -1.2441990000  0.1483711000  6  4
-1.3365640000  -0.0949876800  -0.0486127600  1  4
-1.3365640000  -0.0949876800  -0.0486127600  4  4
-1.3365640000  -0.0949876800  -0.0486127600  5  4
-1.3365640000  -0.0949876800  -0.0486127600  6  4
-1.4198830000  2.0211170000  -0.1599241000  1  3
1.1315130000  2.2695930000  0.1289328000  1  3
2.4605020000  0.1350182000  0.1008611000  1  3
1.4964200000  -2.0399000000  0.1477542000  1  3
-1.0314480000  -2.2292070000  0.2232641000  1  3
-2.3903410000  -0.1340504000  -0.0409764100  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7329369000  1.1413790000  -0.1056797000  1  4
-0.7329369000  1.1413790000  -0.1056797000  4  4
-0.7329369000  1.1413790000  -0.1056797000  5  4
-0.7329369000  1.1413790000  -0.1056797000  6  4
0.6491966000  1.2519120000  0.0484788500  1  4
0.6491966000  1.2519120000  0.0484788500  4  4
0.6491966000  1.2519120000  0.0484788500  5  4
0.6491966000  1.2519120000  0.0484788500  6  4
1.4209120000  0.0934990000  0.0100331900  1  4
1.4209120000  0.0934990000  0.0100331900  4  4
1.4209120000  0.0934990000  0.0100331900  5  4
1.4209120000  0.0934990000  0.0100331900  6  4
0.8249627000  -1.1719580000  0.0661186400  1  4
0.8249627000  -1.1719580000  0.0661186400  4  4
0.8249627000  -1.1719580000  0.0661186400  5  4
0.8249627000  -1.1719580000  0.0661186400  6  4
-0.5781072000  -1.2438160000  0.1509866000  1  4
-0.5781072000  -1.2438160000  0.1509866000  4  4
-0.5781072000  -1.2438160000  0.1509866000  5  4
-0.5781072000  -1.2438160000  0.1509866000  6  4
-1.3344670000  -0.0962968000  -0.0451854700  1  4
-1.3344670000  -0.0962968000  -0.0451854700  4  4
-1.3344670000  -0.0962968000  -0.0451854700  5  4
-1.3344670000  -0.0962968000  -0.0451854700  6  4
-1.4208250000  2.0296250000  -0.1683797000  1  3
1.1385110000  2.2833700000  0.1264721000  1  3
2.4623940000  0.1352004000  0.1102002000  1  3
1.4999780000  -2.0438020000  0.1431825000  1  3
-1.0238970000  -2.2288130000  0.2100272000  1  3
-2.3895540000  -0.1324674000  -0.0430333000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7327268000  1.1422610000  -0.1076292000  1  4
-0.7327268000  1.1422610000  -0.1076292000  4  4
-0.7327268000  1.1422610000  -0.1076292000  5  4
-0.7327268000  1.1422610000  -0.1076292000  6  4
0.6464506000  1.2516360000  0.0484683200  1  4
0.6464506000  1.2516360000  0.0484683200  4  4
0.6464506000  1.2516360000  0.0484683200  5  4
0.6464506000  1.2516360000  0.0484683200  6  4
1.4223840000  0.0930810000  0.0109166800  1  4
1.4223840000  0.0930810000  0.0109166800  4  4
1.4223840000  0.0930810000  0.0109166800  5  4
1.4223840000  0.0930810000  0.0109166800  6  4
0.8290694000  -1.1731650000  0.0697803600  1  4
0.8290694000  -1.1731650000  0.0697803600  4  4
0.8290694000  -1.1731650000  0.0697803600  5  4
0.8290694000  -1.1731650000  0.0697803600  6  4
-0.5784082000  -1.2432710000  0.1533815000  1  4
-0.5784082000  -1.2432710000  0.1533815000  4  4
-0.5784082000  -1.2432710000  0.1533815000  5  4
-0.5784082000  -1.2432710000  0.1533815000  6  4
-1.3317340000  -0.0977932900  -0.0419985300  1  4
-1.3317340000  -0.0977932900  -0.0419985300  4  4
-1.3317340000  -0.0977932900  -0.0419985300  5  4
-1.3317340000  -0.0977932900  -0.0419985300  6  4
-1.4199810000  2.0357120000  -0.1787363000  1  3
1.1426900000  2.2933090000  0.1214210000  1  3
2.4669740000  0.1363411000  0.1188816000  1  3
1.5003640000  -2.0452890000  0.1376323000  1  3
-1.0160810000  -2.2294340000  0.1964315000  1  3
-2.3912800000  -0.1309191000  -0.0465152400  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7328536000  1.1433630000  -0.1093720000  1  4
-0.7328536000  1.1433630000  -0.1093720000  4  4
-0.7328536000  1.1433630000  -0.1093720000  5  4
-0.7328536000  1.1433630000  -0.1093720000  6  4
0.6435248000  1.2510300000  0.0483754700  1  4
0.6435248000  1.2510300000  0.0483754700  4  4
0.6435248000  1.2510300000  0.0483754700  5  4
0.6435248000  1.2510300000  0.0483754700  6  4
1.4234330000  0.0925037900  0.0122095800  1  4
1.4234330000  0.0925037900  0.0122095800  4  4
1.4234330000  0.0925037900  0.0122095800  5  4
1.4234330000  0.0925037900  0.0122095800  6  4
0.8328714000  -1.1740700000  0.0726408500  1  4
0.8328714000  -1.1740700000  0.0726408500  4  4
0.8328714000  -1.1740700000  0.0726408500  5  4
0.8328714000  -1.1740700000  0.0726408500  6  4
-0.5782492000  -1.2428930000  0.1547994000  1  4
-0.5782492000  -1.2428930000  0.1547994000  4  4
-0.5782492000  -1.2428930000  0.1547994000  5  4
-0.5782492000  -1.2428930000  0.1547994000  6  4
-1.3289820000  -0.0994847000  -0.0390339500  1  4
-1.3289820000  -0.0994847000  -0.0390339500  4  4
-1.3289820000  -0.0994847000  -0.0390339500  5  4
-1.3289820000  -0.0994847000  -0.0390339500  6  4
-1.4178540000  2.0400450000  -0.1897449000  1  3
1.1432650000  2.2985250000  0.1166572000  1  3
2.4737790000  0.1375076000  0.1274455000  1  3
1.4996290000  -2.0460770000  0.1324540000  1  3
-1.0085090000  -2.2290250000  0.1846106000  1  3
-2.3946710000  -0.1298340000  -0.0497183900  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7334989000  1.1441920000  -0.1110080000  1  4
-0.7334989000  1.1441920000  -0.1110080000  4  4
-0.7334989000  1.1441920000  -0.1110080000  5  4
-0.7334989000  1.1441920000  -0.1110080000  6  4
0.6398496000  1.2509700000  0.0483071000  1  4
0.6398496000  1.2509700000  0.0483071000  4  4
0.6398496000  1.2509700000  0.0483071000  5  4
0.6398496000  1.2509700000  0.0483071000  6  4
1.4239930000  0.0916060400  0.0137472200  1  4
1.4239930000  0.0916060400  0.0137472200  4  4
1.4239930000  0.0916060400  0.0137472200  5  4
1.4239930000  0.0916060400  0.0137472200  6  4
0.8365636000  -1.1749560000  0.0756879900  1  4
0.8365636000  -1.1749560000  0.0756879900  4  4
0.8365636000  -1.1749560000  0.0756879900  5  4
0.8365636000  -1.1749560000  0.0756879900  6  4
-0.5782738000  -1.2427340000  0.1560631000  1  4
-0.5782738000  -1.2427340000  0.1560631000  4  4
-0.5782738000  -1.2427340000  0.1560631000  5  4
-0.5782738000  -1.2427340000  0.1560631000  6  4
-1.3262000000  -0.1009391000  -0.0359371300  1  4
-1.3262000000  -0.1009391000  -0.0359371300  4  4
-1.3262000000  -0.1009391000  -0.0359371300  5  4
-1.3262000000  -0.1009391000  -0.0359371300  6  4
-1.4133310000  2.0417680000  -0.2008084000  1  3
1.1423680000  2.3002660000  0.1133865000  1  3
2.4844460000  0.1398402000  0.1371257000  1  3
1.4980510000  -2.0444950000  0.1272473000  1  3
-1.0042980000  -2.2278520000  0.1720918000  1  3
-2.3996750000  -0.1291959000  -0.0521996700  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7341083000  1.1453380000  -0.1124832000  1  4
-0.7341083000  1.1453380000  -0.1124832000  4  4
-0.7341083000  1.1453380000  -0.1124832000  5  4
-0.7341083000  1.1453380000  -0.1124832000  6  4
0.6367781000  1.2510800000  0.0472832700  1  4
0.6367781000  1.2510800000  0.0472832700  4  4
0.6367781000  1.2510800000  0.0472832700  5  4
0.6367781000  1.2510800000  0.0472832700  6  4
1.4247310000  0.0910080100  0.0153727200  1  4
1.4247310000  0.0910080100  0.0153727200  4  4
1.4247310000  0.0910080100  0.0153727200  5  4
1.4247310000  0.0910080100  0.0153727200  6  4
0.8400742000  -1.1759850000  0.0787583100  1  4
0.8400742000  -1.1759850000  0.0787583100  4  4
0.8400742000  -1.1759850000  0.0787583100  5  4
0.8400742000  -1.1759850000  0.0787583100  6  4
-0.5780618000  -1.2424730000  0.1571182000  1  4
-0.5780618000  -1.2424730000  0.1571182000  4  4
-0.5780618000  -1.2424730000  0.1571182000  5  4
-0.5780618000  -1.2424730000  0.1571182000  6  4
-1.3239640000  -0.1029647000  -0.0329965700  1  4
-1.3239640000  -0.1029647000  -0.0329965700  4  4
-1.3239640000  -0.1029647000  -0.0329965700  5  4
-1.3239640000  -0.1029647000  -0.0329965700  6  4
-1.4072260000  2.0425320000  -0.2117531000  1  3
1.1388070000  2.2960270000  0.1093784000  1  3
2.4986740000  0.1412391000  0.1486045000  1  3
1.4961400000  -2.0401910000  0.1230026000  1  3
-1.0008940000  -2.2270720000  0.1609801000  1  3
-2.4065100000  -0.1282227000  -0.0535141200  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7350697000  1.1465720000  -0.1141070000  1  4
-0.7350697000  1.1465720000  -0.1141070000  4  4
-0.7350697000  1.1465720000  -0.1141070000  5  4
-0.7350697000  1.1465720000  -0.1141070000  6  4
0.6337463000  1.2512580000  0.0463098200  1  4
0.6337463000  1.2512580000  0.0463098200  4  4
0.6337463000  1.2512580000  0.0463098200  5  4
0.6337463000  1.2512580000  0.0463098200  6  4
1.4254540000  0.0900934700  0.0177994700  1  4
1.4254540000  0.0900934700  0.0177994700  4  4
1.4254540000  0.0900934700  0.0177994700  5  4
1.4254540000  0.0900934700  0.0177994700  6  4
0.8433388000  -1.1767120000  0.0815350600  1  4
0.8433388000  -1.1767120000  0.0815350600  4  4
0.8433388000  -1.1767120000  0.0815350600  5  4
0.8433388000  -1.1767120000  0.0815350600  6  4
-0.5776891000  -1.2429490000  0.1582963000  1  4
-0.5776891000  -1.2429490000  0.1582963000  4  4
-0.5776891000  -1.2429490000  0.1582963000  5  4
-0.5776891000  -1.2429490000  0.1582963000  6  4
-1.3221470000  -0.1053573000  -0.0306597000  1  4
-1.3221470000  -0.1053573000  -0.0306597000  4  4
-1.3221470000  -0.1053573000  -0.0306597000  5  4
-1.3221470000  -0.1053573000  -0.0306597000  6  4
-1.4012950000  2.0410940000  -0.2222176000  1  3
1.1320660000  2.2880940000  0.1047054000  1  3
2.5152720000  0.1412165000  0.1623490000  1  3
1.4925520000  -2.0358570000  0.1201344000  1  3
-0.9971654000  -2.2268300000  0.1499937000  1  3
-2.4138380000  -0.1277804000  -0.0555069100  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7365837000  1.1476770000  -0.1153014000  1  4
-0.7365837000  1.1476770000  -0.1153014000  4  4
-0.7365837000  1.1476770000  -0.1153014000  5  4
-0.7365837000  1.1476770000  -0.1153014000  6  4
0.6310704000  1.2519010000  0.0450383100  1  4
0.6310704000  1.2519010000  0.0450383100  4  4
0.6310704000  1.2519010000  0.0450383100  5  4
0.6310704000  1.2519010000  0.0450383100  6  4
1.4261010000  0.0893272500  0.0203226300  1  4
1.4261010000  0.0893272500  0.0203226300  4  4
1.4261010000  0.0893272500  0.0203226300  5  4
1.4261010000  0.0893272500  0.0203226300  6  4
0.8465825000  -1.1777830000  0.0842592900  1  4
0.8465825000  -1.1777830000  0.0842592900  4  4
0.8465825000  -1.1777830000  0.0842592900  5  4
0.8465825000  -1.1777830000  0.0842592900  6  4
-0.5771478000  -1.2434950000  0.1592879000  1  4
-0.5771478000  -1.2434950000  0.1592879000  4  4
-0.5771478000  -1.2434950000  0.1592879000  5  4
-0.5771478000  -1.2434950000  0.1592879000  6  4
-1.3210000000  -0.1073686000  -0.0288374700  1  4
-1.3210000000  -0.1073686000  -0.0288374700  4  4
-1.3210000000  -0.1073686000  -0.0288374700  5  4
-1.3210000000  -0.1073686000  -0.0288374700  6  4
-1.3931040000  2.0378050000  -0.2325099000  1  3
1.1224140000  2.2768600000  0.0992649900  1  3
2.5339980000  0.1394381000  0.1787846000  1  3
1.4888690000  -2.0323640000  0.1160965000  1  3
-0.9957290000  -2.2264060000  0.1399664000  1  3
-2.4215970000  -0.1299482000  -0.0578357300  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7384591000  1.1485590000  -0.1169216000  1  4
-0.7384591000  1.1485590000  -0.1169216000  4  4
-0.7384591000  1.1485590000  -0.1169216000  5  4
-0.7384591000  1.1485590000  -0.1169216000  6  4
0.6284834000  1.2519920000  0.0437057600  1  4
0.6284834000  1.2519920000  0.0437057600  4  4
0.6284834000  1.2519920000  0.0437057600  5  4
0.6284834000  1.2519920000  0.0437057600  6  4
1.4269110000  0.0882792900  0.0223765100  1  4
1.4269110000  0.0882792900  0.0223765100  4  4
1.4269110000  0.0882792900  0.0223765100  5  4
1.4269110000  0.0882792900  0.0223765100  6  4
0.8490673000  -1.1784910000  0.0870793300  1  4
0.8490673000  -1.1784910000  0.0870793300  4  4
0.8490673000  -1.1784910000  0.0870793300  5  4
0.8490673000  -1.1784910000  0.0870793300  6  4
-0.5760142000  -1.2442700000  0.1601921000  1  4
-0.5760142000  -1.2442700000  0.1601921000  4  4
-0.5760142000  -1.2442700000  0.1601921000  5  4
-0.5760142000  -1.2442700000  0.1601921000  6  4
-1.3202050000  -0.1095974000  -0.0275802100  1  4
-1.3202050000  -0.1095974000  -0.0275802100  4  4
-1.3202050000  -0.1095974000  -0.0275802100  5  4
-1.3202050000  -0.1095974000  -0.0275802100  6  4
-1.3829340000  2.0330470000  -0.2415058000  1  3
1.1106350000  2.2623330000  0.0942295600  1  3
2.5497670000  0.1314045000  0.2040416000  1  3
1.4851670000  -2.0291620000  0.1129058000  1  3
-0.9962059000  -2.2255050000  0.1317090000  1  3
-2.4260640000  -0.1310941000  -0.0602692300  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7399088000  1.1496190000  -0.1187838000  1  4
-0.7399088000  1.1496190000  -0.1187838000  4  4
-0.7399088000  1.1496190000  -0.1187838000  5  4
-0.7399088000  1.1496190000  -0.1187838000  6  4
0.6262161000  1.2524950000  0.0422253600  1  4
0.6262161000  1.2524950000  0.0422253600  4  4
0.6262161000  1.2524950000  0.0422253600  5  4
0.6262161000  1.2524950000  0.0422253600  6  4
1.4281220000  0.0880415400  0.0239659000  1  4
1.4281220000  0.0880415400  0.0239659000  4  4
1.4281220000  0.0880415400  0.0239659000  5  4
1.4281220000  0.0880415400  0.0239659000  6  4
0.8510904000  -1.1788430000  0.0895286800  1  4
0.8510904000  -1.1788430000  0.0895286800  4  4
0.8510904000  -1.1788430000  0.0895286800  5  4
0.8510904000  -1.1788430000  0.0895286800  6  4
-0.5742939000  -1.2449400000  0.1603520000  1  4
-0.5742939000  -1.2449400000  0.1603520000  4  4
-0.5742939000  -1.2449400000  0.1603520000  5  4
-0.5742939000  -1.2449400000  0.1603520000  6  4
-1.3194940000  -0.1119519000  -0.0262328200  1  4
-1.3194940000  -0.1119519000  -0.0262328200  4  4
-1.3194940000  -0.1119519000  -0.0262328200  5  4
-1.3194940000  -0.1119519000  -0.0262328200  6  4
-1.3706020000  2.0280170000  -0.2508765000  1  3
1.0978650000  2.2478590000  0.0856272700  1  3
2.5628520000  0.1109502000  0.2464969000  1  3
1.4823780000  -2.0292710000  0.1097964000  1  3
-0.9964538000  -2.2269590000  0.1238072000  1  3
-2.4289550000  -0.1322306000  -0.0631458100  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7413527000  1.1502930000  -0.1203720000  1  4
-0.7413527000  1.1502930000  -0.1203720000  4  4
-0.7413527000  1.1502930000  -0.1203720000  5  4
-0.7413527000  1.1502930000  -0.1203720000  6  4
0.6246113000  1.2525860000  0.0407771400  1  4
0.6246113000  1.2525860000  0.0407771400  4  4
0.6246113000  1.2525860000  0.0407771400  5  4
0.6246113000  1.2525860000  0.0407771400  6  4
1.4292350000  0.0878390500  0.0257713900  1  4
1.4292350000  0.0878390500  0.0257713900  4  4
1.4292350000  0.0878390500  0.0257713900  5  4
1.4292350000  0.0878390500  0.0257713900  6  4
0.8529942000  -1.1792890000  0.0921940100  1  4
0.8529942000  -1.1792890000  0.0921940100  4  4
0.8529942000  -1.1792890000  0.0921940100  5  4
0.8529942000  -1.1792890000  0.0921940100  6  4
-0.5727478000  -1.2453380000  0.1602857000  1  4
-0.5727478000  -1.2453380000  0.1602857000  4  4
-0.5727478000  -1.2453380000  0.1602857000  5  4
-0.5727478000  -1.2453380000  0.1602857000  6  4
-1.3186420000  -0.1143849000  -0.0253309400  1  4
-1.3186420000  -0.1143849000  -0.0253309400  4  4
-1.3186420000  -0.1143849000  -0.0253309400  5  4
-1.3186420000  -0.1143849000  -0.0253309400  6  4
-1.3574760000  2.0223960000  -0.2605660000  1  3
1.0838030000  2.2318030000  0.0770500500  1  3
2.5716280000  0.0798417900  0.3042514000  1  3
1.4785280000  -2.0300170000  0.1073035000  1  3
-0.9980416000  -2.2306530000  0.1187090000  1  3
-2.4286900000  -0.1337847000  -0.0667260200  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7426093000  1.1508300000  -0.1219035000  1  4
-0.7426093000  1.1508300000  -0.1219035000  4  4
-0.7426093000  1.1508300000  -0.1219035000  5  4
-0.7426093000  1.1508300000  -0.1219035000  6  4
0.6236386000  1.2520900000  0.0386402900  1  4
0.6236386000  1.2520900000  0.0386402900  4  4
0.6236386000  1.2520900000  0.0386402900  5  4
0.6236386000  1.2520900000  0.0386402900  6  4
1.4306920000  0.0877444300  0.0282344600  1  4
1.4306920000  0.0877444300  0.0282344600  4  4
1.4306920000  0.0877444300  0.0282344600  5  4
1.4306920000  0.0877444300  0.0282344600  6  4
0.8545442000  -1.1798650000  0.0949116100  1  4
0.8545442000  -1.1798650000  0.0949116100  4  4
0.8545442000  -1.1798650000  0.0949116100  5  4
0.8545442000  -1.1798650000  0.0949116100  6  4
-0.5709575000  -1.2456940000  0.1597265000  1  4
-0.5709575000  -1.2456940000  0.1597265000  4  4
-0.5709575000  -1.2456940000  0.1597265000  5  4
-0.5709575000  -1.2456940000  0.1597265000  6  4
-1.3180820000  -0.1164414000  -0.0239984500  1  4
-1.3180820000  -0.1164414000  -0.0239984500  4  4
-1.3180820000  -0.1164414000  -0.0239984500  5  4
-1.3180820000  -0.1164414000  -0.0239984500  6  4
-1.3458640000  2.0188120000  -0.2696095000  1  3
1.0682400000  2.2155510000  0.0683680300  1  3
2.5756700000  0.0391447900  0.3736981000  1  3
1.4761850000  -2.0322650000  0.1052637000  1  3
-1.0014840000  -2.2366180000  0.1164598000  1  3
-2.4269420000  -0.1375536000  -0.0685420900  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7440420000  1.1513380000  -0.1234667000  1  4
-0.7440420000  1.1513380000  -0.1234667000  4  4
-0.7440420000  1.1513380000  -0.1234667000  5  4
-0.7440420000  1.1513380000  -0.1234667000  6  4
0.6225712000  1.2518710000  0.0362622600  1  4
0.6225712000  1.2518710000  0.0362622600  4  4
0.6225712000  1.2518710000  0.0362622600  5  4
0.6225712000  1.2518710000  0.0362622600  6  4
1.4322710000  0.0872504900  0.0315802000  1  4
1.4322710000  0.0872504900  0.0315802000  4  4
1.4322710000  0.0872504900  0.0315802000  5  4
1.4322710000  0.0872504900  0.0315802000  6  4
0.8556097000  -1.1805310000  0.0979249300  1  4
0.8556097000  -1.1805310000  0.0979249300  4  4
0.8556097000  -1.1805310000  0.0979249300  5  4
0.8556097000  -1.1805310000  0.0979249300  6  4
-0.5690669000  -1.2460800000  0.1595179000  1  4
-0.5690669000  -1.2460800000  0.1595179000  4  4
-0.5690669000  -1.2460800000  0.1595179000  5  4
-0.5690669000  -1.2460800000  0.1595179000  6  4
-1.3183660000  -0.1182572000  -0.0225366800  1  4
-1.3183660000  -0.1182572000  -0.0225366800  4  4
-1.3183660000  -0.1182572000  -0.0225366800  5  4
-1.3183660000  -0.1182572000  -0.0225366800  6  4
-1.3353450000  2.0136600000  -0.2778541000  1  3
1.0539200000  2.2003960000  0.0599605800  1  3
2.5740930000  -0.0116395300  0.4530618000  1  3
1.4749820000  -2.0346610000  0.1048788000  1  3
-1.0053790000  -2.2432340000  0.1128851000  1  3
-2.4243380000  -0.1408144000  -0.0713238100  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7456335000  1.1514550000  -0.1251517000  1  4
-0.7456335000  1.1514550000  -0.1251517000  4  4
-0.7456335000  1.1514550000  -0.1251517000  5  4
-0.7456335000  1.1514550000  -0.1251517000  6  4
0.6219145000  1.2510800000  0.0335307000  1  4
0.6219145000  1.2510800000  0.0335307000  4  4
0.6219145000  1.2510800000  0.0335307000  5  4
0.6219145000  1.2510800000  0.0335307000  6  4
1.4342240000  0.0870934100  0.0358002200  1  4
1.4342240000  0.0870934100  0.0358002200  4  4
1.4342240000  0.0870934100  0.0358002200  5  4
1.4342240000  0.0870934100  0.0358002200  6  4
0.8560941000  -1.1807430000  0.1003606000  1  4
0.8560941000  -1.1807430000  0.1003606000  4  4
0.8560941000  -1.1807430000  0.1003606000  5  4
0.8560941000  -1.1807430000  0.1003606000  6  4
-0.5666804000  -1.2459740000  0.1589568000  1  4
-0.5666804000  -1.2459740000  0.1589568000  4  4
-0.5666804000  -1.2459740000  0.1589568000  5  4
-0.5666804000  -1.2459740000  0.1589568000  6  4
-1.3190880000  -0.1195876000  -0.0208423800  1  4
-1.3190880000  -0.1195876000  -0.0208423800  4  4
-1.3190880000  -0.1195876000  -0.0208423800  5  4
-1.3190880000  -0.1195876000  -0.0208423800  6  4
-1.3245620000  2.0097010000  -0.2849112000  1  3
1.0426170000  2.1900170000  0.0541588100  1  3
2.5671480000  -0.0696969000  0.5432889000  1  3
1.4731190000  -2.0392410000  0.1025790000  1  3
-1.0088970000  -2.2495320000  0.1084473000  1  3
-2.4211960000  -0.1467147000  -0.0728638200  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7469734000  1.1514890000  -0.1272626000  1  4
-0.7469734000  1.1514890000  -0.1272626000  4  4
-0.7469734000  1.1514890000  -0.1272626000  5  4
-0.7469734000  1.1514890000  -0.1272626000  6  4
0.6213790000  1.2497280000  0.0308462500  1  4
0.6213790000  1.2497280000  0.0308462500  4  4
0.6213790000  1.2497280000  0.0308462500  5  4
0.6213790000  1.2497280000  0.0308462500  6  4
1.4366690000  0.0867508700  0.0409078000  1  4
1.4366690000  0.0867508700  0.0409078000  4  4
1.4366690000  0.0867508700  0.0409078000  5  4
1.4366690000  0.0867508700  0.0409078000  6  4
0.8559144000  -1.1803570000  0.1029547000  1  4
0.8559144000  -1.1803570000  0.1029547000  4  4
0.8559144000  -1.1803570000  0.1029547000  5  4
0.8559144000  -1.1803570000  0.1029547000  6  4
-0.5637679000  -1.2454930000  0.1581889000  1  4
-0.5637679000  -1.2454930000  0.1581889000  4  4
-0.5637679000  -1.2454930000  0.1581889000  5  4
-0.5637679000  -1.2454930000  0.1581889000  6  4
-1.3199440000  -0.1207766000  -0.0194008900  1  4
-1.3199440000  -0.1207766000  -0.0194008900  4  4
-1.3199440000  -0.1207766000  -0.0194008900  5  4
-1.3199440000  -0.1207766000  -0.0194008900  6  4
-1.3159400000  2.0068360000  -0.2911488000  1  3
1.0316340000  2.1826670000  0.0504251700  1  3
2.5542150000  -0.1345532000  0.6422073000  1  3
1.4707270000  -2.0459180000  0.1017985000  1  3
-1.0123090000  -2.2525600000  0.1033070000  1  3
-2.4160560000  -0.1517828000  -0.0740170600  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7480881000  1.1512200000  -0.1298926000  1  4
-0.7480881000  1.1512200000  -0.1298926000  4  4
-0.7480881000  1.1512200000  -0.1298926000  5  4
-0.7480881000  1.1512200000  -0.1298926000  6  4
0.6213751000  1.2480440000  0.0281177600  1  4
0.6213751000  1.2480440000  0.0281177600  4  4
0.6213751000  1.2480440000  0.0281177600  5  4
0.6213751000  1.2480440000  0.0281177600  6  4
1.4394350000  0.0866612100  0.0464708800  1  4
1.4394350000  0.0866612100  0.0464708800  4  4
1.4394350000  0.0866612100  0.0464708800  5  4
1.4394350000  0.0866612100  0.0464708800  6  4
0.8554942000  -1.1803000000  0.1057582000  1  4
0.8554942000  -1.1803000000  0.1057582000  4  4
0.8554942000  -1.1803000000  0.1057582000  5  4
0.8554942000  -1.1803000000  0.1057582000  6  4
-0.5607305000  -1.2450650000  0.1572138000  1  4
-0.5607305000  -1.2450650000  0.1572138000  4  4
-0.5607305000  -1.2450650000  0.1572138000  5  4
-0.5607305000  -1.2450650000  0.1572138000  6  4
-1.3211250000  -0.1212956000  -0.0173767600  1  4
-1.3211250000  -0.1212956000  -0.0173767600  4  4
-1.3211250000  -0.1212956000  -0.0173767600  5  4
-1.3211250000  -0.1212956000  -0.0173767600  6  4
-1.3095430000  2.0076580000  -0.2988417000  1  3
1.0211600000  2.1809560000  0.0473905700  1  3
2.5369140000  -0.2039506000  0.7501503000  1  3
1.4701560000  -2.0541800000  0.1017347000  1  3
-1.0171780000  -2.2550580000  0.0994451900  1  3
-2.4104690000  -0.1567524000  -0.0754924900  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.7485082000  1.1506410000  -0.1322128000  1  4
-0.7485082000  1.1506410000  -0.1322128000  4  4
-0.7485082000  1.1506410000  -0.1322128000  5  4
-0.7485082000  1.1506410000  -0.1322128000  6  4
0.6209739000  1.2454970000  0.0258426400  1  4
0.6209739000  1.2454970000  0.0258426400  4  4
0.6209739000  1.2454970000  0.0258426400  5  4
0.6209739000  1.2454970000  0.0258426400  6  4
1.4424900000  0.0862640300  0.0523591200  1  4
1.4424900000  0.0862640300  0.0523591200  4  4
1.4424900000  0.0862640300  0.0523591200  5  4
1.4424900000  0.0862640300  0.0523591200  6  4
0.8542792000  -1.1796720000  0.1087629000  1  4
0.8542792000  -1.1796720000  0.1087629000  4  4
0.8542792000  -1.1796720000  0.1087629000  5  4
0.8542792000  -1.1796720000  0.1087629000  6  4
-0.5567297000  -1.2447700000  0.1553322000  1  4
-0.5567297000  -1.2447700000  0.1553322000  4  4
-0.5567297000  -1.2447700000  0.1553322000  5  4
-0.5567297000  -1.2447700000  0.1553322000  6  4
-1.3228090000  -0.1217950000  -0.0157613900  1  4
-1.3228090000  -0.1217950000  -0.0157613900  4  4
-1.3228090000  -0.1217950000  -0.0157613900  5  4
-1.3228090000  -0.1217950000  -0.0157613900  6  4
-1.3063710000  2.0107540000  -0.3066123000  1  3
1.0160420000  2.1868300000  0.0455205600  1  3
2.5155110000  -0.2802097000  0.8692660000  1  3
