30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
1.0810250000  -0.0287078100  0.3421706000  6  4
0.7797872000  -1.3038450000  0.3106669000  1  4
0.7797872000  -1.3038450000  0.3106669000  4  4
0.7797872000  -1.3038450000  0.3106669000  5  4
0.7797872000  -1.3038450000  0.3106669000  6  4
-0.5654555000  -1.2986830000  -0.0084800460  1  4
-0.5654555000  -1.2986830000  -0.0084800460  4  4
-0.5654555000  -1.2986830000  -0.0084800460  5  4
-0.5654555000  -1.2986830000  -0.0084800460  6  4
-1.2205090000  -0.0980502700  -0.1386836000  1  4
-1.2205090000  -0.0980502700  -0.1386836000  4  4
-1.2205090000  -0.0980502700  -0.1386836000  5  4
-1.2205090000  -0.0980502700  -0.1386836000  6  4
-1.2153620000  2.0183050000  -0.4079889000  1  3
1.2405860000  2.0658890000  0.0616231700  1  3
-1.2953540000  -1.3211820000  2.7879500000  1  3
1.3791610000  -2.1756020000  0.4154184000  1  3
-1.0736150000  -2.2528860000  -0.0248097100  1  3
-2.2845440000  -0.2682617000  -0.4347857000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6315394000  1.1725660000  -0.1719593000  1  4
-0.6315394000  1.1725660000  -0.1719593000  4  4
-0.6315394000  1.1725660000  -0.1719593000  5  4
-0.6315394000  1.1725660000  -0.1719593000  6  4
0.7557719000  1.1840100000  0.0846681100  1  4
0.7557719000  1.1840100000  0.0846681100  4  4
0.7557719000  1.1840100000  0.0846681100  5  4
0.7557719000  1.1840100000  0.0846681100  6  4
1.0748590000  -0.0326927900  0.3457919000  1  4
1.0748590000  -0.0326927900  0.3457919000  4  4
1.0748590000  -0.0326927900  0.3457919000  5  4
1.0748590000  -0.0326927900  0.3457919000  6  4
0.7717120000  -1.3068660000  0.3130003000  1  4
0.7717120000  -1.3068660000  0.3130003000  4  4
0.7717120000  -1.3068660000  0.3130003000  5  4
0.7717120000  -1.3068660000  0.3130003000  6  4
-0.5664244000  -1.2985810000  -0.0087324570  1  4
-0.5664244000  -1.2985810000  -0.0087324570  4  4
-0.5664244000  -1.2985810000  -0.0087324570  5  4
-0.5664244000  -1.2985810000  -0.0087324570  6  4
-1.2213870000  -0.0973365600  -0.1416340000  1  4
-1.2213870000  -0.0973365600  -0.1416340000  4  4
-1.2213870000  -0.0973365600  -0.1416340000  5  4
-1.2213870000  -0.0973365600  -0.1416340000  6  4
-1.2170760000  2.0080590000  -0.3909840000  1  3
1.2572740000  2.0607830000  0.0801686000  1  3
-1.3230410000  -1.2682300000  2.7025010000  1  3
1.3825300000  -2.1792280000  0.4244919000  1  3
-1.0773020000  -2.2625000000  -0.0098580230  1  3
-2.2731660000  -0.2717628000  -0.4416025000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6294747000  1.1769300000  -0.1706402000  1  4
-0.6294747000  1.1769300000  -0.1706402000  4  4
-0.6294747000  1.1769300000  -0.1706402000  5  4
-0.6294747000  1.1769300000  -0.1706402000  6  4
0.7513094000  1.1857280000  0.0841140900  1  4
0.7513094000  1.1857280000  0.0841140900  4  4
0.7513094000  1.1857280000  0.0841140900  5  4
0.7513094000  1.1857280000  0.0841140900  6  4
1.0701360000  -0.0364921900  0.3499563000  1  4
1.0701360000  -0.0364921900  0.3499563000  4  4
1.0701360000  -0.0364921900  0.3499563000  5  4
1.0701360000  -0.0364921900  0.3499563000  6  4
0.7640815000  -1.3098970000  0.3156952000  1  4
0.7640815000  -1.3098970000  0.3156952000  4  4
0.7640815000  -1.3098970000  0.3156952000  5  4
0.7640815000  -1.3098970000  0.3156952000  6  4
-0.5679914000  -1.2989820000  -0.0084507720  1  4
-0.5679914000  -1.2989820000  -0.0084507720  4  4
-0.5679914000  -1.2989820000  -0.0084507720  5  4
-0.5679914000  -1.2989820000  -0.0084507720  6  4
-1.2226820000  -0.0966230900  -0.1449094000  1  4
-1.2226820000  -0.0966230900  -0.1449094000  4  4
-1.2226820000  -0.0966230900  -0.1449094000  5  4
-1.2226820000  -0.0966230900  -0.1449094000  6  4
-1.2200630000  1.9998680000  -0.3720421000  1  3
1.2773870000  2.0615140000  0.0991514200  1  3
-1.3495130000  -1.2164560000  2.6154690000  1  3
1.3834760000  -2.1831120000  0.4350728000  1  3
-1.0809700000  -2.2699790000  0.0064026440  1  3
-2.2582380000  -0.2724621000  -0.4489926000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6272207000  1.1806250000  -0.1690080000  1  4
-0.6272207000  1.1806250000  -0.1690080000  4  4
-0.6272207000  1.1806250000  -0.1690080000  5  4
-0.6272207000  1.1806250000  -0.1690080000  6  4
0.7463360000  1.1878550000  0.0829613300  1  4
0.7463360000  1.1878550000  0.0829613300  4  4
0.7463360000  1.1878550000  0.0829613300  5  4
0.7463360000  1.1878550000  0.0829613300  6  4
1.0661840000  -0.0401555700  0.3541662000  1  4
1.0661840000  -0.0401555700  0.3541662000  4  4
1.0661840000  -0.0401555700  0.3541662000  5  4
1.0661840000  -0.0401555700  0.3541662000  6  4
0.7559892000  -1.3132930000  0.3182586000  1  4
0.7559892000  -1.3132930000  0.3182586000  4  4
0.7559892000  -1.3132930000  0.3182586000  5  4
0.7559892000  -1.3132930000  0.3182586000  6  4
-0.5699861000  -1.2994360000  -0.0089133660  1  4
-0.5699861000  -1.2994360000  -0.0089133660  4  4
-0.5699861000  -1.2994360000  -0.0089133660  5  4
-0.5699861000  -1.2994360000  -0.0089133660  6  4
-1.2238130000  -0.0956364000  -0.1485979000  1  4
-1.2238130000  -0.0956364000  -0.1485979000  4  4
-1.2238130000  -0.0956364000  -0.1485979000  5  4
-1.2238130000  -0.0956364000  -0.1485979000  6  4
-1.2240030000  1.9949250000  -0.3549605000  1  3
1.3026930000  2.0667370000  0.1195822000  1  3
-1.3752240000  -1.1647450000  2.5278700000  1  3
1.3847630000  -2.1866770000  0.4468828000  1  3
-1.0854060000  -2.2763520000  0.0224193600  1  3
-2.2455280000  -0.2719397000  -0.4554299000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6248419000  1.1841030000  -0.1668127000  1  4
-0.6248419000  1.1841030000  -0.1668127000  4  4
-0.6248419000  1.1841030000  -0.1668127000  5  4
-0.6248419000  1.1841030000  -0.1668127000  6  4
0.7413833000  1.1898540000  0.0823730000  1  4
0.7413833000  1.1898540000  0.0823730000  4  4
0.7413833000  1.1898540000  0.0823730000  5  4
0.7413833000  1.1898540000  0.0823730000  6  4
1.0628730000  -0.0437672600  0.3583892000  1  4
1.0628730000  -0.0437672600  0.3583892000  4  4
1.0628730000  -0.0437672600  0.3583892000  5  4
1.0628730000  -0.0437672600  0.3583892000  6  4
0.7481600000  -1.3163960000  0.3210396000  1  4
0.7481600000  -1.3163960000  0.3210396000  4  4
0.7481600000  -1.3163960000  0.3210396000  5  4
0.7481600000  -1.3163960000  0.3210396000  6  4
-0.5726564000  -1.3005910000  -0.0092288790  1  4
-0.5726564000  -1.3005910000  -0.0092288790  4  4
-0.5726564000  -1.3005910000  -0.0092288790  5  4
-0.5726564000  -1.3005910000  -0.0092288790  6  4
-1.2244760000  -0.0939953800  -0.1522527000  1  4
-1.2244760000  -0.0939953800  -0.1522527000  4  4
-1.2244760000  -0.0939953800  -0.1522527000  5  4
-1.2244760000  -0.0939953800  -0.1522527000  6  4
-1.2312810000  1.9926120000  -0.3375128000  1  3
1.3297440000  2.0727670000  0.1395095000  1  3
-1.4003490000  -1.1128040000  2.4403390000  1  3
1.3839650000  -2.1895460000  0.4614143000  1  3
-1.0902730000  -2.2805160000  0.0379007100  1  3
-2.2352100000  -0.2687982000  -0.4611859000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6231254000  1.1866050000  -0.1645460000  1  4
-0.6231254000  1.1866050000  -0.1645460000  4  4
-0.6231254000  1.1866050000  -0.1645460000  5  4
-0.6231254000  1.1866050000  -0.1645460000  6  4
0.7364383000  1.1922080000  0.0820910200  1  4
0.7364383000  1.1922080000  0.0820910200  4  4
0.7364383000  1.1922080000  0.0820910200  5  4
0.7364383000  1.1922080000  0.0820910200  6  4
1.0609610000  -0.0481460000  0.3630551000  1  4
1.0609610000  -0.0481460000  0.3630551000  4  4
1.0609610000  -0.0481460000  0.3630551000  5  4
1.0609610000  -0.0481460000  0.3630551000  6  4
0.7408550000  -1.3194360000  0.3243297000  1  4
0.7408550000  -1.3194360000  0.3243297000  4  4
0.7408550000  -1.3194360000  0.3243297000  5  4
0.7408550000  -1.3194360000  0.3243297000  6  4
-0.5753115000  -1.3020030000  -0.0101193200  1  4
-0.5753115000  -1.3020030000  -0.0101193200  4  4
-0.5753115000  -1.3020030000  -0.0101193200  5  4
-0.5753115000  -1.3020030000  -0.0101193200  6  4
-1.2247370000  -0.0916058800  -0.1561347000  1  4
-1.2247370000  -0.0916058800  -0.1561347000  4  4
-1.2247370000  -0.0916058800  -0.1561347000  5  4
-1.2247370000  -0.0916058800  -0.1561347000  6  4
-1.2399110000  1.9952540000  -0.3207397000  1  3
1.3587260000  2.0783230000  0.1572600000  1  3
-1.4244290000  -1.0604280000  2.3536320000  1  3
1.3825760000  -2.1919080000  0.4754896000  1  3
-1.0946790000  -2.2815000000  0.0509670200  1  3
-2.2262090000  -0.2632134000  -0.4666429000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6213029000  1.1880810000  -0.1630623000  1  4
-0.6213029000  1.1880810000  -0.1630623000  4  4
-0.6213029000  1.1880810000  -0.1630623000  5  4
-0.6213029000  1.1880810000  -0.1630623000  6  4
0.7312226000  1.1950890000  0.0818646300  1  4
0.7312226000  1.1950890000  0.0818646300  4  4
0.7312226000  1.1950890000  0.0818646300  5  4
0.7312226000  1.1950890000  0.0818646300  6  4
1.0596210000  -0.0526036300  0.3676331000  1  4
1.0596210000  -0.0526036300  0.3676331000  4  4
1.0596210000  -0.0526036300  0.3676331000  5  4
1.0596210000  -0.0526036300  0.3676331000  6  4
0.7337790000  -1.3229560000  0.3273993000  1  4
0.7337790000  -1.3229560000  0.3273993000  4  4
0.7337790000  -1.3229560000  0.3273993000  5  4
0.7337790000  -1.3229560000  0.3273993000  6  4
-0.5787351000  -1.3036790000  -0.0107031000  1  4
-0.5787351000  -1.3036790000  -0.0107031000  4  4
-0.5787351000  -1.3036790000  -0.0107031000  5  4
-0.5787351000  -1.3036790000  -0.0107031000  6  4
-1.2250620000  -0.0895821000  -0.1601061000  1  4
-1.2250620000  -0.0895821000  -0.1601061000  4  4
-1.2250620000  -0.0895821000  -0.1601061000  5  4
-1.2250620000  -0.0895821000  -0.1601061000  6  4
-1.2494260000  2.0014770000  -0.3039779000  1  3
1.3869810000  2.0837620000  0.1721340000  1  3
-1.4492620000  -1.0096220000  2.2688640000  1  3
1.3779990000  -2.1933920000  0.4899606000  1  3
-1.1002650000  -2.2807350000  0.0635845700  1  3
-2.2191010000  -0.2553742000  -0.4726468000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6197379000  1.1894400000  -0.1619315000  1  4
-0.6197379000  1.1894400000  -0.1619315000  4  4
-0.6197379000  1.1894400000  -0.1619315000  5  4
-0.6197379000  1.1894400000  -0.1619315000  6  4
0.7262112000  1.1983060000  0.0813023300  1  4
0.7262112000  1.1983060000  0.0813023300  4  4
0.7262112000  1.1983060000  0.0813023300  5  4
0.7262112000  1.1983060000  0.0813023300  6  4
1.0591670000  -0.0566893900  0.3724059000  1  4
1.0591670000  -0.0566893900  0.3724059000  4  4
1.0591670000  -0.0566893900  0.3724059000  5  4
1.0591670000  -0.0566893900  0.3724059000  6  4
0.7275527000  -1.3272440000  0.3304065000  1  4
0.7275527000  -1.3272440000  0.3304065000  4  4
0.7275527000  -1.3272440000  0.3304065000  5  4
0.7275527000  -1.3272440000  0.3304065000  6  4
-0.5827641000  -1.3051900000  -0.0110733400  1  4
-0.5827641000  -1.3051900000  -0.0110733400  4  4
-0.5827641000  -1.3051900000  -0.0110733400  5  4
-0.5827641000  -1.3051900000  -0.0110733400  6  4
-1.2255200000  -0.0879815300  -0.1643220000  1  4
-1.2255200000  -0.0879815300  -0.1643220000  4  4
-1.2255200000  -0.0879815300  -0.1643220000  5  4
-1.2255200000  -0.0879815300  -0.1643220000  6  4
-1.2594790000  2.0093230000  -0.2871178000  1  3
1.4122000000  2.0886600000  0.1859738000  1  3
-1.4741560000  -0.9578722000  2.1843760000  1  3
1.3727650000  -2.1943680000  0.5043179000  1  3
-1.1082330000  -2.2780030000  0.0753688400  1  3
-2.2128560000  -0.2469815000  -0.4775360000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6186667000  1.1908970000  -0.1611570000  1  4
-0.6186667000  1.1908970000  -0.1611570000  4  4
-0.6186667000  1.1908970000  -0.1611570000  5  4
-0.6186667000  1.1908970000  -0.1611570000  6  4
0.7211924000  1.2013110000  0.0807270100  1  4
0.7211924000  1.2013110000  0.0807270100  4  4
0.7211924000  1.2013110000  0.0807270100  5  4
0.7211924000  1.2013110000  0.0807270100  6  4
1.0597310000  -0.0597029300  0.3770245000  1  4
1.0597310000  -0.0597029300  0.3770245000  4  4
1.0597310000  -0.0597029300  0.3770245000  5  4
1.0597310000  -0.0597029300  0.3770245000  6  4
0.7217106000  -1.3317780000  0.3337259000  1  4
0.7217106000  -1.3317780000  0.3337259000  4  4
0.7217106000  -1.3317780000  0.3337259000  5  4
0.7217106000  -1.3317780000  0.3337259000  6  4
-0.5869446000  -1.3066730000  -0.0115236100  1  4
-0.5869446000  -1.3066730000  -0.0115236100  4  4
-0.5869446000  -1.3066730000  -0.0115236100  5  4
-0.5869446000  -1.3066730000  -0.0115236100  6  4
-1.2262580000  -0.0861943100  -0.1685872000  1  4
-1.2262580000  -0.0861943100  -0.1685872000  4  4
-1.2262580000  -0.0861943100  -0.1685872000  5  4
-1.2262580000  -0.0861943100  -0.1685872000  6  4
-1.2705050000  2.0192240000  -0.2715795000  1  3
1.4337630000  2.0893750000  0.1996924000  1  3
-1.4989090000  -0.9051589000  2.1037410000  1  3
1.3661410000  -2.1951560000  0.5193650000  1  3
-1.1173660000  -2.2750810000  0.0840018900  1  3
-2.2103730000  -0.2377112000  -0.4822758000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6186648000  1.1923690000  -0.1600087000  1  4
-0.6186648000  1.1923690000  -0.1600087000  4  4
-0.6186648000  1.1923690000  -0.1600087000  5  4
-0.6186648000  1.1923690000  -0.1600087000  6  4
0.7169551000  1.2045210000  0.0807603700  1  4
0.7169551000  1.2045210000  0.0807603700  4  4
0.7169551000  1.2045210000  0.0807603700  5  4
0.7169551000  1.2045210000  0.0807603700  6  4
1.0615520000  -0.0622477300  0.3822289000  1  4
1.0615520000  -0.0622477300  0.3822289000  4  4
1.0615520000  -0.0622477300  0.3822289000  5  4
1.0615520000  -0.0622477300  0.3822289000  6  4
0.7161657000  -1.3361690000  0.3374436000  1  4
0.7161657000  -1.3361690000  0.3374436000  4  4
0.7161657000  -1.3361690000  0.3374436000  5  4
0.7161657000  -1.3361690000  0.3374436000  6  4
-0.5911517000  -1.3084900000  -0.0119621300  1  4
-0.5911517000  -1.3084900000  -0.0119621300  4  4
-0.5911517000  -1.3084900000  -0.0119621300  5  4
-0.5911517000  -1.3084900000  -0.0119621300  6  4
-1.2268370000  -0.0845398100  -0.1726494000  1  4
-1.2268370000  -0.0845398100  -0.1726494000  4  4
-1.2268370000  -0.0845398100  -0.1726494000  5  4
-1.2268370000  -0.0845398100  -0.1726494000  6  4
-1.2819620000  2.0291300000  -0.2573982000  1  3
1.4500120000  2.0860970000  0.2130202000  1  3
-1.5261570000  -0.8528090000  2.0235190000  1  3
1.3583440000  -2.1964500000  0.5338520000  1  3
-1.1277290000  -2.2682220000  0.0896422000  1  3
-2.2121520000  -0.2272708000  -0.4867458000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6192855000  1.1938610000  -0.1591803000  1  4
-0.6192855000  1.1938610000  -0.1591803000  4  4
-0.6192855000  1.1938610000  -0.1591803000  5  4
-0.6192855000  1.1938610000  -0.1591803000  6  4
0.7134332000  1.2077420000  0.0813453800  1  4
0.7134332000  1.2077420000  0.0813453800  4  4
0.7134332000  1.2077420000  0.0813453800  5  4
0.7134332000  1.2077420000  0.0813453800  6  4
1.0645000000  -0.0645583400  0.3873424000  1  4
1.0645000000  -0.0645583400  0.3873424000  4  4
1.0645000000  -0.0645583400  0.3873424000  5  4
1.0645000000  -0.0645583400  0.3873424000  6  4
0.7112566000  -1.3403290000  0.3413356000  1  4
0.7112566000  -1.3403290000  0.3413356000  4  4
0.7112566000  -1.3403290000  0.3413356000  5  4
0.7112566000  -1.3403290000  0.3413356000  6  4
-0.5956634000  -1.3098450000  -0.0119700300  1  4
-0.5956634000  -1.3098450000  -0.0119700300  4  4
-0.5956634000  -1.3098450000  -0.0119700300  5  4
-0.5956634000  -1.3098450000  -0.0119700300  6  4
-1.2275110000  -0.0824086400  -0.1768172000  1  4
-1.2275110000  -0.0824086400  -0.1768172000  4  4
-1.2275110000  -0.0824086400  -0.1768172000  5  4
-1.2275110000  -0.0824086400  -0.1768172000  6  4
-1.2953120000  2.0395310000  -0.2452726000  1  3
1.4642280000  2.0812450000  0.2236891000  1  3
-1.5530650000  -0.8030575000  1.9442920000  1  3
1.3508650000  -2.1978500000  0.5475157000  1  3
-1.1364500000  -2.2605160000  0.0952678500  1  3
-2.2175190000  -0.2155544000  -0.4910313000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6201599000  1.1951480000  -0.1582700000  1  4
-0.6201599000  1.1951480000  -0.1582700000  4  4
-0.6201599000  1.1951480000  -0.1582700000  5  4
-0.6201599000  1.1951480000  -0.1582700000  6  4
0.7101157000  1.2111630000  0.0820784900  1  4
0.7101157000  1.2111630000  0.0820784900  4  4
0.7101157000  1.2111630000  0.0820784900  5  4
0.7101157000  1.2111630000  0.0820784900  6  4
1.0677660000  -0.0666387500  0.3921029000  1  4
1.0677660000  -0.0666387500  0.3921029000  4  4
1.0677660000  -0.0666387500  0.3921029000  5  4
1.0677660000  -0.0666387500  0.3921029000  6  4
0.7064553000  -1.3445490000  0.3451906000  1  4
0.7064553000  -1.3445490000  0.3451906000  4  4
0.7064553000  -1.3445490000  0.3451906000  5  4
0.7064553000  -1.3445490000  0.3451906000  6  4
-0.6002507000  -1.3112680000  -0.0115581400  1  4
-0.6002507000  -1.3112680000  -0.0115581400  4  4
-0.6002507000  -1.3112680000  -0.0115581400  5  4
-0.6002507000  -1.3112680000  -0.0115581400  6  4
-1.2277230000  -0.0801381200  -0.1812513000  1  4
-1.2277230000  -0.0801381200  -0.1812513000  4  4
-1.2277230000  -0.0801381200  -0.1812513000  5  4
-1.2277230000  -0.0801381200  -0.1812513000  6  4
-1.3082560000  2.0486940000  -0.2321364000  1  3
1.4736000000  2.0733830000  0.2344545000  1  3
-1.5773450000  -0.7528669000  1.8686260000  1  3
1.3434010000  -2.1984860000  0.5598680000  1  3
-1.1454280000  -2.2516900000  0.1011554000  1  3
-2.2261190000  -0.2025781000  -0.4961467000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6215395000  1.1963510000  -0.1572892000  1  4
-0.6215395000  1.1963510000  -0.1572892000  4  4
-0.6215395000  1.1963510000  -0.1572892000  5  4
-0.6215395000  1.1963510000  -0.1572892000  6  4
0.7071540000  1.2143580000  0.0832776100  1  4
0.7071540000  1.2143580000  0.0832776100  4  4
0.7071540000  1.2143580000  0.0832776100  5  4
0.7071540000  1.2143580000  0.0832776100  6  4
1.0717520000  -0.0681752000  0.3968653000  1  4
1.0717520000  -0.0681752000  0.3968653000  4  4
1.0717520000  -0.0681752000  0.3968653000  5  4
1.0717520000  -0.0681752000  0.3968653000  6  4
0.7026344000  -1.3488030000  0.3490834000  1  4
0.7026344000  -1.3488030000  0.3490834000  4  4
0.7026344000  -1.3488030000  0.3490834000  5  4
0.7026344000  -1.3488030000  0.3490834000  6  4
-0.6049971000  -1.3124870000  -0.0111237300  1  4
-0.6049971000  -1.3124870000  -0.0111237300  4  4
-0.6049971000  -1.3124870000  -0.0111237300  5  4
-0.6049971000  -1.3124870000  -0.0111237300  6  4
-1.2280030000  -0.0782669300  -0.1852591000  1  4
-1.2280030000  -0.0782669300  -0.1852591000  4  4
-1.2280030000  -0.0782669300  -0.1852591000  5  4
-1.2280030000  -0.0782669300  -0.1852591000  6  4
-1.3185670000  2.0568510000  -0.2194056000  1  3
1.4800270000  2.0618470000  0.2457356000  1  3
-1.6001350000  -0.7056172000  1.7946830000  1  3
1.3347110000  -2.1985850000  0.5726366000  1  3
-1.1558210000  -2.2408650000  0.1061714000  1  3
-2.2361260000  -0.1843871000  -0.5006045000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6230175000  1.1976760000  -0.1570953000  1  4
-0.6230175000  1.1976760000  -0.1570953000  4  4
-0.6230175000  1.1976760000  -0.1570953000  5  4
-0.6230175000  1.1976760000  -0.1570953000  6  4
0.7043739000  1.2171400000  0.0850518100  1  4
0.7043739000  1.2171400000  0.0850518100  4  4
0.7043739000  1.2171400000  0.0850518100  5  4
0.7043739000  1.2171400000  0.0850518100  6  4
1.0766540000  -0.0695122500  0.4012351000  1  4
1.0766540000  -0.0695122500  0.4012351000  4  4
1.0766540000  -0.0695122500  0.4012351000  5  4
1.0766540000  -0.0695122500  0.4012351000  6  4
0.6994077000  -1.3530540000  0.3529431000  1  4
0.6994077000  -1.3530540000  0.3529431000  4  4
0.6994077000  -1.3530540000  0.3529431000  5  4
0.6994077000  -1.3530540000  0.3529431000  6  4
-0.6103244000  -1.3133460000  -0.0104849000  1  4
-0.6103244000  -1.3133460000  -0.0104849000  4  4
-0.6103244000  -1.3133460000  -0.0104849000  5  4
-0.6103244000  -1.3133460000  -0.0104849000  6  4
-1.2283700000  -0.0763188500  -0.1894235000  1  4
-1.2283700000  -0.0763188500  -0.1894235000  4  4
-1.2283700000  -0.0763188500  -0.1894235000  5  4
-1.2283700000  -0.0763188500  -0.1894235000  6  4
-1.3265940000  2.0664160000  -0.2052422000  1  3
1.4825360000  2.0472860000  0.2543384000  1  3
-1.6237450000  -0.6554171000  1.7231210000  1  3
1.3249610000  -2.1979790000  0.5847107000  1  3
-1.1656620000  -2.2290250000  0.1091540000  1  3
-2.2484200000  -0.1666824000  -0.5044330000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6255913000  1.1991290000  -0.1570446000  1  4
-0.6255913000  1.1991290000  -0.1570446000  4  4
-0.6255913000  1.1991290000  -0.1570446000  5  4
-0.6255913000  1.1991290000  -0.1570446000  6  4
0.7020972000  1.2201600000  0.0870867100  1  4
0.7020972000  1.2201600000  0.0870867100  4  4
0.7020972000  1.2201600000  0.0870867100  5  4
0.7020972000  1.2201600000  0.0870867100  6  4
1.0817520000  -0.0702110500  0.4056796000  1  4
1.0817520000  -0.0702110500  0.4056796000  4  4
1.0817520000  -0.0702110500  0.4056796000  5  4
1.0817520000  -0.0702110500  0.4056796000  6  4
0.6968415000  -1.3570660000  0.3570318000  1  4
0.6968415000  -1.3570660000  0.3570318000  4  4
0.6968415000  -1.3570660000  0.3570318000  5  4
0.6968415000  -1.3570660000  0.3570318000  6  4
-0.6162839000  -1.3136870000  -0.0096091510  1  4
-0.6162839000  -1.3136870000  -0.0096091510  4  4
-0.6162839000  -1.3136870000  -0.0096091510  5  4
-0.6162839000  -1.3136870000  -0.0096091510  6  4
-1.2293770000  -0.0741096100  -0.1936996000  1  4
-1.2293770000  -0.0741096100  -0.1936996000  4  4
-1.2293770000  -0.0741096100  -0.1936996000  5  4
-1.2293770000  -0.0741096100  -0.1936996000  6  4
-1.3325440000  2.0748180000  -0.1924893000  1  3
1.4808480000  2.0298790000  0.2604899000  1  3
-1.6460990000  -0.6061482000  1.6524590000  1  3
1.3144270000  -2.1973810000  0.5975890000  1  3
-1.1776300000  -2.2162470000  0.1123307000  1  3
-2.2618030000  -0.1501075000  -0.5088065000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6282502000  1.2009730000  -0.1567958000  1  4
-0.6282502000  1.2009730000  -0.1567958000  4  4
-0.6282502000  1.2009730000  -0.1567958000  5  4
-0.6282502000  1.2009730000  -0.1567958000  6  4
0.7002521000  1.2233590000  0.0890624700  1  4
0.7002521000  1.2233590000  0.0890624700  4  4
0.7002521000  1.2233590000  0.0890624700  5  4
0.7002521000  1.2233590000  0.0890624700  6  4
1.0876110000  -0.0700298400  0.4101250000  1  4
1.0876110000  -0.0700298400  0.4101250000  4  4
1.0876110000  -0.0700298400  0.4101250000  5  4
1.0876110000  -0.0700298400  0.4101250000  6  4
0.6945421000  -1.3611010000  0.3607212000  1  4
0.6945421000  -1.3611010000  0.3607212000  4  4
0.6945421000  -1.3611010000  0.3607212000  5  4
0.6945421000  -1.3611010000  0.3607212000  6  4
-0.6223606000  -1.3140920000  -0.0085838070  1  4
-0.6223606000  -1.3140920000  -0.0085838070  4  4
-0.6223606000  -1.3140920000  -0.0085838070  5  4
-0.6223606000  -1.3140920000  -0.0085838070  6  4
-1.2309060000  -0.0714002800  -0.1977963000  1  4
-1.2309060000  -0.0714002800  -0.1977963000  4  4
-1.2309060000  -0.0714002800  -0.1977963000  5  4
-1.2309060000  -0.0714002800  -0.1977963000  6  4
-1.3360720000  2.0825020000  -0.1816131000  1  3
1.4766880000  2.0102350000  0.2652669000  1  3
-1.6686610000  -0.5561676000  1.5815740000  1  3
1.3035070000  -2.1963970000  0.6109765000  1  3
-1.1900560000  -2.2051800000  0.1146358000  1  3
-2.2738470000  -0.1353693000  -0.5130438000  1  3
30
x    y    z    ((1<<(angular_quantum_number*2))+magnetic_quantum_number)    number_of_primitives
-0.6304853000  1.2031220000  -0.1566477000  1  4
-0.6304853000  1.2031220000  -0.1566477000  4  4
-0.6304853000  1.2031220000  -0.1566477000  5  4
-0.6304853000  1.2031220000  -0.1566477000  6  4
0.6983842000  1.2264960000  0.0907607300  1  4
0.6983842000  1.2264960000  0.0907607300  4  4
0.6983842000  1.2264960000  0.0907607300  5  4
0.6983842000  1.2264960000  0.0907607300  6  4
1.0944920000  -0.0697594500  0.4147881000  1  4
1.0944920000  -0.0697594500  0.4147881000  4  4
1.0944920000  -0.0697594500  0.4147881000  5  4
1.0944920000  -0.0697594500  0.4147881000  6  4
0.6925910000  -1.3643710000  0.3649509000  1  4
0.6925910000  -1.3643710000  0.3649509000  4  4
0.6925910000  -1.3643710000  0.3649509000  5  4
0.6925910000  -1.3643710000  0.3649509000  6  4
-0.6286910000  -1.3147240000  -0.0074130690  1  4
-0.6286910000  -1.3147240000  -0.0074130690  4  4
-0.6286910000  -1.3147240000  -0.0074130690  5  4
-0.6286910000  -1.3147240000  -0.0074130690  6  4
-1.2336280000  -0.0690521800  -0.2019551000  1  4
-1.2336280000  -0.0690521800  -0.2019551000  4  4
-1.2336280000  -0.0690521800  -0.2019551000  5  4
-1.2336280000  -0.0690521800  -0.2019551000  6  4
-1.3353300000  2.0870930000  -0.1700203000  1  3
1.4695200000  1.9883540000  0.2679117000  1  3
